,Turnover ;  Total (State) ;  Food retailing ;,Turnover ;  Total (State) ;  Household goods retailing ;,"Turnover ;  Total (State) ;  Clothing, footwear and personal accessory retailing ;",Turnover ;  Total (State) ;  Department stores ;,Turnover ;  Total (State) ;  Other retailing ;,"Turnover ;  Total (State) ;  Cafes, restaurants and takeaway food services ;",Turnover ;  Total (State) ;  Total (Industry) ;,Turnover ;  Total (State) ;  Food retailing ;,Turnover ;  Total (State) ;  Household goods retailing ;,"Turnover ;  Total (State) ;  Clothing, footwear and personal accessory retailing ;",Turnover ;  Total (State) ;  Department stores ;,Turnover ;  Total (State) ;  Other retailing ;,"Turnover ;  Total (State) ;  Cafes, restaurants and takeaway food services ;",Turnover ;  Total (State) ;  Total (Industry) ;,Turnover ;  Total (State) ;  Food retailing ;,Turnover ;  Total (State) ;  Household goods retailing ;,"Turnover ;  Total (State) ;  Clothing, footwear and personal accessory retailing ;",Turnover ;  Total (State) ;  Department stores ;,Turnover ;  Total (State) ;  Other retailing ;,"Turnover ;  Total (State) ;  Cafes, restaurants and takeaway food services ;",Turnover ;  Total (State) ;  Total (Industry) ;
Unit,$ Millions,$ Millions,$ Millions,$ Millions,$ Millions,$ Millions,$ Millions,$ Millions,$ Millions,$ Millions,$ Millions,$ Millions,$ Millions,$ Millions,$ Millions,$ Millions,$ Millions,$ Millions,$ Millions,$ Millions,$ Millions
Series Type,Original,Original,Original,Original,Original,Original,Original,Seasonally Adjusted,Seasonally Adjusted,Seasonally Adjusted,Seasonally Adjusted,Seasonally Adjusted,Seasonally Adjusted,Seasonally Adjusted,Trend,Trend,Trend,Trend,Trend,Trend,Trend
Data Type,FLOW,FLOW,FLOW,FLOW,FLOW,FLOW,FLOW,FLOW,FLOW,FLOW,FLOW,FLOW,FLOW,FLOW,FLOW,FLOW,FLOW,FLOW,FLOW,FLOW,FLOW
Frequency,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month
Collection Month,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Series Start,Apr-1982,Apr-1982,Apr-1982,Apr-1982,Apr-1982,Apr-1982,Apr-1982,Apr-1982,Apr-1982,Apr-1982,Apr-1982,Apr-1982,Apr-1982,Apr-1982,Apr-1982,Apr-1982,Apr-1982,Apr-1982,Apr-1982,Apr-1982,Apr-1982
Series End,Oct-2017,Oct-2017,Oct-2017,Oct-2017,Oct-2017,Oct-2017,Oct-2017,Oct-2017,Oct-2017,Oct-2017,Oct-2017,Oct-2017,Oct-2017,Oct-2017,Oct-2017,Oct-2017,Oct-2017,Oct-2017,Oct-2017,Oct-2017,Oct-2017
No. Obs,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427
Series ID,A3348591K,A3348600A,A3348609W,A3348618X,A3348627A,A3348636C,A3348582J,A3348594T,A3348603J,A3348612K,A3348621L,A3348630R,A3348639K,A3348585R,A3348597X,A3348606R,A3348615T,A3348624V,A3348633W,A3348642X,A3348588W
Apr-1982,1162.6,592.3,359.9,460.1,479.1,342.4,3396.4,1167.5,653.9,360.9,480.2,507.8,349.9,3520.3,1173.5,653.2,362.8,482.8,504.9,347.6,3524.8
May-1982,1150.9,629.6,386.6,502.6,486.1,342.1,3497.9,1178.5,648.7,362.7,489.4,502.3,346.3,3527.7,1182.1,654.4,362.0,484.5,504.8,346.4,3534.5
Jun-1982,1160.0,607.4,350.5,443.8,467.5,328.7,3357.8,1204.0,655.9,365.2,479.4,507.0,350.9,3562.3,1192.7,655.8,361.9,486.6,504.9,345.9,3547.5
Jul-1982,1206.4,632.4,359.3,459.1,491.1,338.5,3486.8,1211.0,660.9,362.2,476.8,503.8,341.7,3556.4,1203.1,656.6,361.7,488.7,505.4,345.5,3560.6
